"ALIGN_SPLIT","OPTIMIZE_SPLIT","OPTIMIZE_REPS","CUDA_THREADS","N_RESTART","CLIPPING","SIM_THRESH","BUFFER_SIZE","WORKER_PARS","WORKER_BUCK","WORKER_DS","TIME_TOTAL","THROUG","AVG_RMSD","RMSD_0.75","-RMSD^3*TIME"
48,32,4,64,1024,50,4,20971520,20,4,6,1125.485,399.47,1.8,2.407753,-15709.9755537203
32,48,4,64,1024,30,2,20971520,20,4,6,1235.204,363.98,1.71,2.2405425,-13893.0707793365
72,32,4,128,1024,50,2,52428800,20,4,6,1432.229,313.91,1.65,2.0611325,-12540.9430913039
16,48,1,96,1024,256,4,20971520,20,4,6,528.212,851.17,1.65,2.13368175,-5130.94301211735
12,48,1,192,256,256,2,52428800,20,4,6,214.306,2097.93,1.58,2.047474,-1839.45647873861
24,48,5,224,256,30,4,10485760,20,4,6,415.708,1081.53,1.78,2.25479075,-4765.48509790302
48,24,2,192,1024,10,1,5242880,20,4,6,761.044,590.76,2.02,2.56795275,-12887.5645008345
72,32,5,128,1024,50,2,20971520,20,4,6,1613.087,278.72,1.66,2.0611325,-14124.5794271182
72,72,4,64,256,30,1,20971520,20,4,6,551.691,814.95,1.74,2.2817225,-6553.66705372653
48,72,3,160,1024,50,2,52428800,20,4,6,1534.536,292.98,1.68,2.2810185,-18212.2458451222
12,72,1,96,256,50,4,5242880,20,4,6,156.288,2876.74,1.81,2.3568635,-2046.10975358627
16,72,3,64,256,50,3,52428800,20,4,6,341.746,1315.59,1.71,2.159016,-3439.30762430075
48,32,4,64,256,50,4,20971520,20,4,6,313.846,1432.55,1.81,2.414558,-4418.03878357837
48,12,2,224,1024,50,3,10485760,20,4,6,616.894,728.81,1.92,2.388972,-8410.92431669835
16,48,3,192,256,256,2,2097152,20,4,6,416.755,1078.81,1.54,1.93909125,-3038.61417094076
48,48,3,160,1024,256,2,20971520,20,4,6,1347.457,333.66,1.56,2.01676025,-11052.937990487
48,48,1,160,256,10,3,20971520,20,4,6,157.328,2857.73,2.19,2.92307775,-3929.40798480187
48,32,4,160,1024,50,3,10485760,20,4,6,1185.688,379.18,1.75,2.3510505,-15408.3557812419
72,48,1,32,256,50,2,10485760,20,4,6,255.114,1762.35,1.78,2.1313545,-2470.02507995417
72,16,4,128,1024,256,3,52428800,20,4,6,1275.484,352.49,1.6,2.1058065,-11910.5111702974
24,48,2,128,1024,30,2,1048576,20,4,6,696.6,645.42,1.73,2.25379,-7974.87368501427
48,24,4,64,1024,256,2,52428800,20,4,6,1121.03,401.06,1.58,2.077121,-10046.2186145895
8,48,3,128,1024,30,3,20971520,20,4,6,891.877,504.1,1.72,2.2250735,-9825.12419172496
48,32,5,160,256,50,3,20971520,20,4,6,369.4,1217.11,1.77,2.36330525,-4875.91751720318
48,48,4,96,1024,256,4,52428800,20,4,6,1587.332,283.24,1.58,2.0861265,-14410.8531081254
48,48,1,160,256,256,2,20971520,20,4,6,264.466,1700.03,1.59,2.052669,-2287.31836635584
24,24,1,64,256,256,3,52428800,20,4,6,213.571,2105.15,1.58,2.082061,-1927.62534975797
8,48,5,192,256,50,2,20971520,20,4,6,443.205,1014.43,1.65,2.11551375,-4196.16163239818
48,32,1,128,1024,10,3,52428800,20,4,6,507.033,886.72,2.06,2.68178225,-9779.27732048916
48,32,2,96,1024,50,3,52428800,20,4,6,793.812,566.38,1.73,2.283766,-9455.23808386037
48,48,4,160,1024,256,3,2097152,20,4,6,1587.578,283.19,1.56,2.0605095,-13888.6148835704
48,16,2,224,256,50,2,20971520,20,4,6,197.177,2280.18,1.85,2.353252,-2569.57657243086
24,20,3,128,1024,50,4,20971520,20,4,6,593.012,758.16,1.75,2.194089,-6263.63153626272
32,32,3,256,256,256,3,20971520,20,4,6,328.142,1370.14,1.51,1.9745115,-2526.04348945022
72,16,2,96,1024,256,4,5242880,20,4,6,1081.855,415.58,1.64,2.1115595,-10185.4220009765
32,48,2,64,256,256,2,5242880,20,4,6,317.075,1417.96,1.48,1.869069,-2070.32251142356
12,48,4,64,256,50,2,52428800,20,4,6,324.173,1386.91,1.7,2.25032325,-3694.1247885355
48,48,4,128,1024,256,3,20971520,20,4,6,1529.009,294.04,1.56,2.0605095,-13376.2354696985
48,32,3,32,1024,256,2,10485760,20,4,6,1047.51,429.2,1.58,2.10373125,-9752.79178347169
20,48,2,64,256,50,3,10485760,20,4,6,205.478,2188.07,1.68,2.11805375,-1952.43354632234
48,48,2,96,1024,256,2,20971520,20,4,6,1079.853,416.35,1.57,2.009287,-8759.72681604201
32,48,3,256,1024,256,1,52428800,20,4,6,1152.75,390.02,1.47,1.85551425,-7364.24134294882
32,32,3,96,1024,256,3,10485760,20,4,6,963.381,466.69,1.53,2.05320375,-8338.62077137573
48,8,3,64,1024,256,3,52428800,20,4,6,743.432,604.76,1.76,2.2416905,-8374.67967837911
20,48,3,96,1024,50,3,5242880,20,4,6,980.785,458.4,1.68,2.11805375,-9319.33119715861
72,8,4,96,1024,256,3,52428800,20,4,6,1187.582,378.58,1.72,2.174062,-12203.3588403403
32,72,5,96,1024,256,2,10485760,20,4,6,2231.99,201.43,1.51,1.93834125,-16254.8497255514
72,48,4,64,1024,50,3,20971520,20,4,6,1714.886,262.17,1.69,2.2802765,-20332.8281219551
20,32,1,128,256,256,2,20971520,20,4,6,196.646,2286.34,1.52,2.0017765,-1577.36382416282
72,20,4,192,256,256,3,10485760,20,4,6,492.958,912.04,1.54,1.95367475,-3675.92557370299
48,72,3,224,256,256,3,10485760,20,4,6,534.42,841.28,1.56,2.06758525,-4723.59852747715
8,72,1,224,1024,256,3,20971520,20,4,6,680.985,660.22,1.57,2.049649,-5863.75789711444
16,48,1,160,1024,30,3,20971520,20,4,6,371.268,1210.98,1.89,2.506611,-5847.20529420102
48,48,4,128,1024,256,2,2097152,20,4,6,1534.007,293.08,1.56,2.0605095,-13419.9594928256
8,32,2,128,1024,256,3,52428800,20,4,6,649.237,692.5,1.56,1.96970075,-4961.39738165602
12,72,1,160,1024,10,4,10485760,20,4,6,447.153,1005.47,2.05,2.60126975,-7870.68117890394
24,48,1,32,256,50,2,20971520,20,4,6,134.114,3352.37,1.79,2.3425085,-1723.92211918643
48,20,4,32,1024,50,3,52428800,20,4,6,902.454,498.19,1.75,2.2920555,-10866.7696869507
72,48,4,96,256,50,2,52428800,20,4,6,479.709,937.23,1.67,1.966116,-3645.90441745521
48,48,2,64,256,50,2,20971520,20,4,6,259.556,1732.19,1.75,2.19017775,-2726.89967782945
72,72,3,224,256,50,1,5242880,20,4,6,516.836,869.91,1.68,2.136045,-5037.13916725449
32,72,2,128,1024,50,4,52428800,20,4,6,981.141,458.24,1.72,2.3925985,-13438.1938863154
16,72,4,96,256,50,4,20971520,20,4,6,438.351,1025.66,1.73,2.271687,-5138.86820779019
16,72,4,64,256,50,2,10485760,20,4,6,428.718,1048.71,1.7,2.14059525,-4205.09091898752
48,8,1,128,256,256,2,20971520,20,4,6,203.505,2209.28,1.73,2.251652,-2323.15877997384
24,12,1,128,1024,30,2,52428800,20,4,6,247.188,1818.86,1.98,2.36775,-3281.21674715484
48,72,5,192,256,256,3,52428800,20,4,6,768.145,585.3,1.56,2.15496325,-7687.10499129346
16,24,2,64,256,50,3,20971520,20,4,6,148.704,3023.46,1.76,2.43893025,-2157.3509069322
32,72,3,96,256,50,3,52428800,20,4,6,377.708,1190.34,1.67,2.11588575,-3577.9381144476
12,48,3,128,1024,50,3,52428800,20,4,6,912.351,492.79,1.7,2.24600325,-10336.9661348073
12,72,3,96,256,256,2,10485760,20,4,6,447.788,1004.04,1.52,1.9122475,-3131.15636722576
48,72,4,64,1024,30,2,52428800,20,4,6,1785.302,251.83,1.73,2.2681715,-20832.4025498275
32,48,2,96,1024,50,2,10485760,20,4,6,799.06,562.66,1.64,2.1304255,-7726.42238173126
48,32,2,160,256,50,2,52428800,20,4,6,230.241,1952.74,1.73,2.24432825,-2602.80595154149
72,48,5,192,1024,256,4,52428800,20,4,6,2385.921,188.43,1.55,1.9899405,-18800.8001423989
16,72,2,128,1024,50,4,52428800,20,4,6,891.061,504.56,1.73,2.32486675,-11196.9988800302
48,24,4,224,1024,256,3,20971520,20,4,6,1199.569,374.8,1.6,2.12448425,-11502.3288863165
32,48,5,64,256,256,4,20971520,20,4,6,501.411,896.67,1.46,1.903675,-3459.17295669231
16,32,3,224,256,256,4,10485760,20,4,6,329.079,1366.24,1.52,2.02975325,-2751.88261950104
48,24,4,96,1024,50,4,20971520,20,4,6,1037.944,433.16,1.79,2.39154225,-14197.3763796515
48,48,2,256,1024,256,3,52428800,20,4,6,1021.219,440.25,1.57,2.009287,-8284.09001905963
72,72,4,128,256,256,1,20971520,20,4,6,656.699,684.63,1.53,1.9820815,-5113.64857803918
48,48,3,192,256,50,3,10485760,20,4,6,369.471,1216.87,1.72,2.24731475,-4193.45573194982
24,48,1,96,256,50,4,20971520,20,4,6,141.028,3188.02,1.81,2.3425085,-1812.79574559423
20,72,2,224,256,256,3,52428800,20,4,6,380.424,1181.84,1.5,1.99589975,-3024.712345948
12,72,4,32,1024,50,3,20971520,20,4,6,1537.681,292.38,1.74,2.233264,-17127.2029408929
48,48,2,224,256,50,2,5242880,20,4,6,280.082,1605.24,1.75,2.19017775,-2942.54617718654
32,32,3,64,256,50,3,20971520,20,4,6,231.578,1941.46,1.66,2.18997275,-2432.27923205744
20,48,3,32,1024,256,3,52428800,20,4,6,1049.757,428.29,1.5,1.99747525,-8366.29164446688
24,20,3,160,1024,30,3,52428800,20,4,6,608.843,738.45,1.77,2.19710025,-6457.35908682404
48,48,2,32,256,30,2,10485760,20,4,6,242.596,1853.29,1.8,2.23152075,-2695.79227435942
16,16,2,160,1024,50,2,20971520,20,4,6,409.529,1097.84,1.7,2.31899025,-5107.18310867563
48,24,2,128,1024,256,2,52428800,20,4,6,809.685,555.27,1.6,2.03253675,-6798.78510050758
48,16,2,64,1024,50,3,5242880,20,4,6,616.165,729.67,1.89,2.4984455,-9609.630005534
24,24,1,64,256,50,4,20971520,20,4,6,132.287,3398.67,1.87,2.35359025,-1724.68480247258
48,72,3,160,256,50,3,20971520,20,4,6,415.736,1081.45,1.74,2.387756,-5659.62254997166
48,48,2,128,1024,256,3,2097152,20,4,6,1033.003,435.23,1.57,2.009287,-8379.68138269916
32,72,4,192,1024,256,2,20971520,20,4,6,2075.957,216.57,1.51,1.93834125,-15118.5126598715
8,16,3,32,256,256,1,20971520,20,4,6,238.309,1886.63,1.49,1.99215,-1884.11128809932
32,32,4,128,256,50,4,52428800,20,4,6,276.558,1625.7,1.67,2.18708675,-2893.23862523123
32,24,3,160,256,50,4,2097152,20,4,6,213.046,2110.34,1.64,2.245635,-2412.63092403618
32,20,2,192,256,30,4,20971520,20,4,6,168.578,2667.02,1.81,2.43656625,-2438.57192770923
72,24,3,64,256,256,4,52428800,20,4,6,414.147,1085.6,1.53,1.97741925,-3202.21725034603
32,48,3,160,1024,30,2,52428800,20,4,6,1037.847,433.2,1.71,2.28876325,-12443.310802276
72,72,4,192,1024,50,3,52428800,20,4,6,2435.849,184.57,1.64,1.99403625,-19312.9897546737
72,72,3,128,1024,50,4,52428800,20,4,6,1769.127,254.13,1.67,2.25629275,-20321.0130326685
48,48,4,224,1024,30,4,52428800,20,4,6,1505.672,298.6,1.81,2.3553945,-19675.299140124
20,20,3,192,256,50,2,5242880,20,4,6,202.014,2225.59,1.69,2.1508675,-2010.12210773866
12,48,2,128,1024,50,2,52428800,20,4,6,667.768,673.28,1.64,2.20603775,-7169.09644726158
16,32,3,256,256,256,2,52428800,20,4,6,306.8,1465.45,1.52,2.02975325,-2565.57722511288
32,20,2,96,1024,256,3,10485760,20,4,6,657.096,684.22,1.56,2.0657775,-5792.67885677438
12,20,4,192,1024,10,2,10485760,20,4,6,766.075,586.88,1.94,2.5247805,-12329.4065070591
48,16,2,256,1024,50,4,5242880,20,4,6,596.73,753.44,1.92,2.55203925,-9918.36121131981
48,72,2,160,256,256,3,10485760,20,4,6,423.351,1062,1.57,2.11927925,-4029.62978351637
48,32,3,96,256,256,3,20971520,20,4,6,375.592,1197.04,1.52,1.952285,-2794.76944034139
48,48,2,192,1024,50,3,52428800,20,4,6,1036.998,433.56,1.75,2.27761775,-12252.3793567347
12,16,1,192,1024,50,4,20971520,20,4,6,245.634,1830.36,1.89,2.55208325,-4082.93994410725
20,12,1,128,1024,50,1,52428800,20,4,6,244.26,1840.66,1.84,2.415082,-3440.70941597936
32,32,2,224,256,50,2,52428800,20,4,6,201.363,2232.78,1.69,2.191673,-2119.85885322287
24,32,1,256,256,256,3,52428800,20,4,6,208.343,2157.98,1.56,2.095239,-1916.37113735846
48,48,4,256,1024,50,2,20971520,20,4,6,1384.805,324.66,1.7,2.27208575,-16242.8703072812
32,20,3,32,1024,256,3,20971520,20,4,6,755.765,594.89,1.55,2.06941975,-6697.80569289156
72,72,4,160,1024,50,2,5242880,20,4,6,2242.572,200.48,1.63,1.98883875,-17641.8901913962
24,32,2,64,1024,256,4,20971520,20,4,6,697.639,644.46,1.58,1.9774095,-5394.11995078176
32,72,4,32,256,256,2,20971520,20,4,6,536.282,838.36,1.5,1.82033275,-3234.78610023339
32,48,5,96,1024,50,2,20971520,20,4,6,1552.014,289.68,1.65,2.17398525,-15946.501351728
32,32,2,224,1024,256,1,10485760,20,4,6,810.373,554.8,1.53,2.00428375,-6524.73051233442
48,48,2,192,256,30,3,20971520,20,4,6,278.624,1613.64,1.83,2.26246925,-3226.75936065075
24,48,2,96,1024,50,1,10485760,20,4,6,741.839,606.06,1.66,2.24521675,-8396.2329989904
24,48,3,64,256,50,2,2097152,20,4,6,273.121,1646.16,1.69,2.1834525,-2843.06205685546
48,20,2,192,1024,256,4,52428800,20,4,6,890.07,505.12,1.63,2.14720475,-8811.39237472762
32,24,1,224,256,50,1,5242880,20,4,6,137.142,3278.36,1.89,2.49106575,-2119.95211097541
48,32,4,64,256,256,4,52428800,20,4,6,408.998,1099.27,1.55,2.01152875,-3328.89361966271
48,48,5,224,1024,50,2,52428800,20,4,6,1787.999,251.45,1.69,2.2615385,-20681.3663623251
20,72,2,224,256,50,1,52428800,20,4,6,281.213,1598.79,1.69,2.114935,-2660.27459275068
8,48,4,96,256,50,3,20971520,20,4,6,333.796,1346.93,1.62,2.1387875,-3265.75830349238
48,48,2,256,1024,256,3,20971520,20,4,6,1025.152,438.57,1.57,2.009287,-8315.99436675093
8,72,4,64,256,50,2,20971520,20,4,6,425.118,1057.59,1.64,2.076025,-3803.70853591346
24,16,2,224,1024,50,3,10485760,20,4,6,447.595,1004.48,1.83,2.3948475,-6147.78706507017
48,48,1,224,1024,256,1,20971520,20,4,6,815.47,551.33,1.69,2.12014725,-7771.52168773338
48,24,3,224,256,256,4,20971520,20,4,6,360.508,1247.13,1.56,1.95699625,-2701.99715209617
72,72,4,64,1024,50,4,5242880,20,4,6,2124.082,211.66,1.66,2.15325125,-21205.8362086332
12,48,4,128,256,50,3,20971520,20,4,6,325.084,1383.03,1.71,2.253372,-3719.58318326993
72,32,3,224,1024,256,2,20971520,20,4,6,1506.778,298.38,1.55,1.98581725,-11799.595167173
20,32,3,96,1024,50,2,10485760,20,4,6,767.411,585.86,1.6,2.12734175,-7388.21985069472
32,24,3,32,1024,256,3,52428800,20,4,6,814.297,552.13,1.49,1.8907575,-5504.150877635
72,48,3,160,256,50,2,5242880,20,4,6,417.806,1076.09,1.67,1.966116,-3175.42664623614
48,72,3,32,1024,50,3,20971520,20,4,6,1415.057,317.72,1.7,2.28127,-16799.7957613019
32,12,3,256,256,256,3,5242880,20,4,6,251.592,1787.02,1.52,1.99650375,-2002.19889929512
48,72,5,32,1024,256,3,52428800,20,4,6,2226.922,201.89,1.56,2.10459,-20759.0518318414
24,72,3,64,1024,256,1,52428800,20,4,6,1393.358,322.67,1.54,2.05208575,-12040.6305029528
48,48,4,192,256,256,3,52428800,20,4,6,552.847,813.24,1.56,2.00989075,-4488.71789247475
48,24,3,160,1024,30,3,5242880,20,4,6,868.391,517.74,1.81,2.350018,-11270.1288183306
32,48,4,256,1024,256,1,10485760,20,4,6,1379.678,325.87,1.46,1.85551425,-8813.95078512855
72,20,3,160,256,256,3,20971520,20,4,6,410.614,1094.94,1.53,1.972121,-3149.44788048668
72,32,3,160,1024,256,4,20971520,20,4,6,1438.672,312.51,1.55,1.97935825,-11156.680805804
48,48,5,96,256,50,3,52428800,20,4,6,460.032,977.32,1.72,2.285635,-5492.98832292101
48,32,3,128,1024,256,4,20971520,20,4,6,1068.302,420.85,1.6,2.1099545,-10034.9060695905
24,20,3,32,1024,256,3,20971520,20,4,6,713.025,630.55,1.59,2.071932,-6342.07321115489
32,32,2,160,1024,30,2,10485760,20,4,6,631.984,711.41,1.73,2.1864705,-6605.97536702115
12,48,4,192,1024,30,3,52428800,20,4,6,1336.428,336.41,1.74,2.281217,-15865.1931659354
72,32,2,32,1024,256,4,10485760,20,4,6,1169.335,384.49,1.55,1.978533,-9056.67626134491
12,16,3,160,256,50,2,52428800,20,4,6,163.368,2752.07,1.77,2.34584575,-2108.94545754595
48,32,2,224,1024,256,3,52428800,20,4,6,962.763,466.99,1.57,2.0224185,-7964.02252090259
8,16,1,192,256,256,3,10485760,20,4,6,168.262,2672.02,1.56,2.03025725,-1408.11867009844
20,48,3,96,256,50,4,20971520,20,4,6,275.855,1629.84,1.67,2.11805375,-2621.14949493741
16,72,1,192,1024,50,2,52428800,20,4,6,513.05,876.32,1.78,2.312383,-6343.64681767554
32,72,5,128,1024,256,1,52428800,20,4,6,2121.588,211.91,1.5,1.926705,-15174.2321337034
20,24,2,64,1024,256,2,20971520,20,4,6,608.591,738.75,1.53,2.0842155,-5510.02272071255
48,72,2,160,1024,256,2,10485760,20,4,6,1302.033,345.3,1.57,2.10826025,-12200.9782509223
72,32,3,192,256,30,4,52428800,20,4,6,380.758,1180.8,1.77,2.268952,-4447.59222350431
32,16,2,160,256,256,2,52428800,20,4,6,244.124,1841.69,1.5,1.98764775,-1917.02925958305
48,32,5,224,256,256,3,20971520,20,4,6,486.801,923.58,1.55,2.01152875,-3962.14344066579
12,72,2,128,256,50,1,20971520,20,4,6,252.404,1781.27,1.74,2.22604875,-2784.1988281216
24,24,2,32,1024,256,3,52428800,20,4,6,611.676,735.03,1.63,2.09796775,-5648.30141698853
48,24,1,128,1024,50,3,10485760,20,4,6,499.29,900.48,1.89,2.49740625,-7777.14955678183
32,16,3,224,1024,50,4,52428800,20,4,6,630.476,713.11,1.75,2.44987725,-9270.46531816793
16,32,4,160,256,50,3,10485760,20,4,6,267.031,1683.7,1.69,2.26103775,-3086.63390336535
32,48,2,96,256,256,3,20971520,20,4,6,324.475,1385.62,1.48,1.869069,-2118.64037497172
12,32,3,96,256,50,2,20971520,20,4,6,216.132,2080.21,1.66,2.07647,-1935.06721623623
72,24,1,160,256,10,3,2097152,20,4,6,210.421,2136.67,2.19,2.852024,-4881.44732936196
72,20,2,160,256,256,2,52428800,20,4,6,373.225,1204.63,1.54,1.92892175,-2678.64127783925
32,24,2,224,256,50,3,52428800,20,4,6,180.385,2492.45,1.67,2.41885275,-2552.87008346595
24,48,3,32,256,256,4,20971520,20,4,6,360.679,1246.54,1.52,1.91852375,-2546.96159504887
72,48,5,128,1024,256,1,52428800,20,4,6,2089.499,215.17,1.51,1.86739825,-13606.7062813772
48,24,2,192,256,256,1,52428800,20,4,6,337.584,1331.81,1.57,1.96317925,-2554.24010762088
32,32,2,128,1024,50,1,10485760,20,4,6,625.741,718.5,1.64,2.180238,-6484.94543659857
48,48,3,32,256,50,2,5242880,20,4,6,313.128,1435.83,1.71,2.203578,-3350.48121691111
16,48,4,160,256,256,4,20971520,20,4,6,433.199,1037.86,1.53,1.9201525,-3066.86466398621
32,48,4,128,1024,256,2,52428800,20,4,6,1370.801,327.98,1.5,1.91869275,-9682.57157752955
12,48,3,192,256,50,2,52428800,20,4,6,300.072,1498.31,1.69,2.25032325,-3419.48099794068
72,32,4,128,256,256,3,20971520,20,4,6,486.801,923.58,1.49,1.9444295,-3578.72284626202
48,32,2,64,256,50,4,10485760,20,4,6,222.566,2020.07,1.79,2.37929875,-2997.82136170658
48,16,5,96,1024,256,2,10485760,20,4,6,1141.36,393.91,1.64,2.1545865,-11416.012911873
20,72,1,160,1024,256,3,20971520,20,4,6,619.338,725.93,1.59,2.0710855,-5502.01552705896
48,48,4,192,1024,50,2,20971520,20,4,6,1623.648,276.9,1.7,2.27208575,-19044.3447912713
48,32,1,224,256,50,2,20971520,20,4,6,186.64,2408.92,1.93,2.5146795,-2967.92314035016
72,72,2,96,256,50,1,10485760,20,4,6,405.549,1108.62,1.68,2.0533495,-3511.00918207232
16,48,2,96,1024,50,2,52428800,20,4,6,712.139,631.33,1.7,2.158895,-7165.71171319277
48,72,3,96,256,10,3,52428800,20,4,6,384.111,1170.49,1.95,2.55550375,-6410.41745425016
72,48,2,96,256,256,2,52428800,20,4,6,448.927,1001.5,1.49,1.793698,-2590.73920855521
16,32,1,192,1024,256,3,20971520,20,4,6,455.165,987.77,1.64,2.13351425,-4420.33824845928
72,72,2,256,256,50,4,20971520,20,4,6,390.146,1152.39,1.73,2.28614075,-4661.6112527997
20,72,3,96,1024,256,2,20971520,20,4,6,1434.164,313.49,1.5,1.952879,-10681.3174544206
24,20,4,224,1024,256,1,52428800,20,4,6,923.059,487.07,1.55,2.10095,-8560.05611511562
24,72,4,224,1024,256,2,20971520,20,4,6,1897.007,237,1.56,2.1233725,-18161.3236864556
48,32,4,64,256,50,2,10485760,20,4,6,315.921,1423.14,1.73,2.34874225,-4093.40368047687
8,24,5,64,1024,256,2,20971520,20,4,6,1026.247,438.1,1.51,1.935183,-7437.34660020086
32,48,3,96,1024,30,3,52428800,20,4,6,1042.886,431.11,1.77,2.404473,-14497.6146374198
24,48,3,192,1024,50,3,20971520,20,4,6,1114.034,403.57,1.72,2.28280125,-13252.6506760314
72,32,4,160,256,50,1,52428800,20,4,6,412.205,1090.72,1.65,2.0224795,-3410.08842219272
48,32,2,256,1024,50,3,20971520,20,4,6,744.058,604.25,1.73,2.283766,-8862.60920495152
48,12,2,192,1024,256,1,10485760,20,4,6,806.598,557.4,1.71,2.17534575,-8303.13352081141
48,48,3,160,256,50,2,20971520,20,4,6,334.243,1345.13,1.71,2.203578,-3576.41250026832
72,12,2,32,1024,50,2,20971520,20,4,6,867.733,518.13,1.76,2.29267675,-10457.1802624024
32,48,4,96,1024,50,3,10485760,20,4,6,1323.874,339.61,1.67,2.201434,-14124.1936042434
12,20,4,96,256,256,1,20971520,20,4,6,305.22,1473.03,1.57,1.98291225,-2379.70692977766
72,24,4,192,256,50,1,20971520,20,4,6,409.855,1096.97,1.71,2.051865,-3540.59774226813
16,20,2,32,256,256,2,20971520,20,4,6,224.111,2006.15,1.54,1.97049875,-1714.71388489968
12,32,2,224,1024,50,2,5242880,20,4,6,560.37,802.32,1.67,2.096856,-5166.31279158057
72,48,5,192,1024,10,1,20971520,20,4,6,2235.785,201.09,1.89,2.5561955,-37343.2606552854
20,48,4,64,256,50,4,52428800,20,4,6,328.228,1369.78,1.67,2.11805375,-3118.79304861002
16,32,4,192,256,50,3,52428800,20,4,6,295.725,1520.33,1.69,2.26103775,-3418.31027510932
48,48,1,160,1024,50,2,5242880,20,4,6,604.53,743.71,1.86,2.45764025,-8973.72571290501
48,48,3,224,1024,256,2,52428800,20,4,6,1400.391,321.05,1.56,2.01676025,-11487.145701448
12,12,5,128,1024,50,1,20971520,20,4,6,634.349,708.75,1.79,2.26615075,-7382.35031755395
20,72,2,128,1024,10,4,20971520,20,4,6,888.365,506.09,1.99,2.5854245,-15352.7797513626
48,48,3,128,256,256,1,10485760,20,4,6,415.005,1083.36,1.56,1.962729,-3137.86566620297
72,72,3,64,1024,50,1,1048576,20,4,6,1790.723,251.07,1.63,2.0758645,-16018.6317509674
32,16,2,96,256,50,2,52428800,20,4,6,154.912,2902.29,1.73,2.19335625,-1634.60412492428
20,48,3,128,1024,50,2,20971520,20,4,6,938.833,478.89,1.62,2.04673125,-8049.53528133103
20,32,3,64,256,50,1,10485760,20,4,6,215.535,2085.97,1.6,2.1083265,-2019.90714971218
72,48,5,128,256,256,3,52428800,20,4,6,619.032,726.29,1.51,1.94143125,-4529.80125309627
48,48,4,64,1024,256,2,20971520,20,4,6,1533.951,293.09,1.56,2.0605095,-13419.4695878046
72,48,4,192,256,256,3,20971520,20,4,6,642.949,699.27,1.51,1.94143125,-4704.81523713959
32,72,4,32,1024,50,2,20971520,20,4,6,1613.754,278.6,1.66,2.18944075,-16937.0169662477
32,32,1,192,1024,50,3,10485760,20,4,6,415.913,1080.99,1.81,2.416169,-5866.57218644983
16,48,4,128,256,256,3,52428800,20,4,6,423.023,1062.82,1.53,1.9201525,-2994.82291222611
20,72,2,96,256,256,2,10485760,20,4,6,367.643,1222.92,1.5,1.99589975,-2923.09192112317
48,24,2,128,256,50,2,52428800,20,4,6,204.719,2196.18,1.76,2.31864125,-2551.87163933037
48,32,5,64,1024,256,3,20971520,20,4,6,1432.426,313.87,1.58,2.082946,-12945.1244086896
32,16,3,192,256,256,1,5242880,20,4,6,308.644,1456.69,1.49,1.98764775,-2423.68459796968
48,8,5,128,1024,50,3,20971520,20,4,6,780.871,575.76,1.98,2.5630845,-13148.2534512237
32,72,3,224,1024,50,3,20971520,20,4,6,1432.809,313.78,1.66,2.24014975,-16107.1778540905
48,48,3,192,256,50,2,52428800,20,4,6,367.765,1222.52,1.71,2.203578,-3935.09914391978
72,48,4,128,256,256,2,52428800,20,4,6,553.696,811.99,1.51,1.94143125,-4051.70142195297
8,48,1,64,1024,50,2,20971520,20,4,6,483.066,930.72,1.69,2.14468325,-4765.36259039423
48,32,4,96,1024,50,3,20971520,20,4,6,1173.282,383.19,1.75,2.3510505,-15247.136251465
16,32,3,96,1024,256,4,52428800,20,4,6,869.674,516.97,1.58,2.09925325,-8045.46202243591
48,48,3,224,256,50,4,5242880,20,4,6,348.589,1289.77,1.73,2.1985265,-3704.32252779785
32,48,3,224,256,30,2,2097152,20,4,6,296.987,1513.87,1.73,2.255739,-3408.81933127872
32,20,2,256,256,50,2,5242880,20,4,6,160.564,2800.13,1.71,2.2886175,-1924.72116597898
24,48,3,224,256,256,3,1048576,20,4,6,397.287,1131.67,1.52,1.91852375,-2805.47171089024
24,48,4,160,1024,50,1,20971520,20,4,6,1247.872,360.29,1.63,2.1834525,-12989.7647380185
24,48,1,160,256,50,3,10485760,20,4,6,138.792,3239.38,1.8,2.35359025,-1809.49339772445
32,32,4,160,1024,50,3,5242880,20,4,6,1023.884,439.11,1.7,2.197907,-10871.2302220785
48,32,5,224,256,256,2,52428800,20,4,6,490.731,916.18,1.55,2.01152875,-3994.13027660453
16,32,5,96,256,256,4,20971520,20,4,6,412.719,1089.36,1.51,2.02974575,-3451.27356332354
16,48,3,64,256,50,3,20971520,20,4,6,264.569,1699.37,1.71,2.23091725,-2937.57755016111
32,8,3,192,256,10,3,20971520,20,4,6,146.738,3063.97,2.27,2.609927,-2608.72125183012
72,8,1,256,1024,256,3,20971520,20,4,6,872.157,515.5,1.78,2.19253775,-9192.54806872366
12,32,4,160,1024,30,2,10485760,20,4,6,904.706,496.95,1.69,2.05294075,-7827.74585067845
72,72,3,224,256,256,1,20971520,20,4,6,620.343,724.76,1.53,1.972887,-4763.63545853911
24,32,5,128,1024,50,1,20971520,20,4,6,1113.967,403.6,1.63,2.0787985,-10007.1292684891
48,24,1,160,256,256,2,52428800,20,4,6,235.169,1911.82,1.6,2.0676605,-2078.82421016602
48,48,4,224,256,256,2,20971520,20,4,6,516.716,870.11,1.56,2.00989075,-4195.360297746
